transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,total_amount
T0016,C022,2025-03-05,P018,1,95,95
T0016,C022,2025-03-05,P038,2,42,84
T0016,C022,2025-03-05,P040,2,55,110
T0017,C049,2024-12-17,P035,1,180,180
T0017,C049,2024-12-17,P024,2,30,60
T0017,C049,2024-12-17,P025,1,28,28
T0017,C049,2024-12-17,P034,2,120,240
T0017,C049,2024-12-17,P031,2,38,76
T0017,C049,2024-12-17,P036,2,95,190
T0017,C049,2024-12-17,P030,1,40,40
T0018,C025,2024-11-20,P047,1,180,180
T0018,C025,2024-11-20,P045,3,65,195
T0018,C025,2024-11-20,P037,3,35,105
T0018,C025,2024-11-20,P039,1,30,30
T0018,C025,2024-11-20,P001,2,62,124
T0018,C025,2024-11-20,P013,3,150,450
T0018,C025,2024-11-20,P019,3,78,234
T0018,C025,2024-11-20,P020,3,65,195
T0018,C025,2024-11-20,P011,1,48,48
T0018,C025,2024-11-20,P040,1,55,55
T0018,C025,2024-11-20,P046,3,88,264
T0019,C028,2024-08-09,P010,2,85,170
T0019,C028,2024-08-09,P037,2,35,70
T0019,C028,2024-08-09,P011,2,48,96
T0019,C028,2024-08-09,P038,2,42,84
T0019,C028,2024-08-09,P002,2,32,64
T0019,C028,2024-08-09,P014,2,58,116
T0019,C028,2024-08-09,P016,2,52,104
T0020,C006,2025-01-27,P035,1,180,180
T0020,C006,2025-01-27,P034,3,120,360
T0020,C006,2025-01-27,P042,1,145,145
T0020,C006,2025-01-27,P015,1,45,45
T0020,C006,2025-01-27,P036,1,95,95
T0021,C013,2024-06-11,P007,1,72,72
T0021,C013,2024-06-11,P005,2,55,110
T0021,C013,2024-06-11,P047,3,180,540
T0021,C013,2024-06-11,P045,2,65,130
T0021,C013,2024-06-11,P004,2,38,76
T0021,C013,2024-06-11,P003,1,45,45
T0021,C013,2024-06-11,P001,3,62,186
T0021,C013,2024-06-11,P009,3,110,330
T0021,C013,2024-06-11,P046,3,88,264
T0022,C046,2024-07-29,P047,3,180,540
T0022,C046,2024-07-29,P045,3,65,195
T0022,C046,2024-07-29,P048,2,220,440
T0022,C046,2024-07-29,P020,2,65,130
T0022,C046,2024-07-29,P046,3,88,264
T0023,C013,2024-07-09,P047,3,180,540
T0023,C013,2024-07-09,P048,3,220,660
T0023,C013,2024-07-09,P024,1,30,30
T0023,C013,2024-07-09,P002,3,32,96
T0023,C013,2024-07-09,P001,1,62,62
T0023,C013,2024-07-09,P013,2,150,300
T0023,C013,2024-07-09,P011,3,48,144
T0023,C013,2024-07-09,P032,2,25,50
T0023,C013,2024-07-09,P026,3,42,126
T0024,C024,2024-07-06,P024,2,30,60
T0024,C024,2024-07-06,P005,2,55,110
T0024,C024,2024-07-06,P003,3,45,135
T0024,C024,2024-07-06,P037,2,35,70
T0024,C024,2024-07-06,P001,3,62,186
T0024,C024,2024-07-06,P039,1,30,30
T0024,C024,2024-07-06,P040,2,55,110
T0024,C024,2024-07-06,P021,1,130,130
T0024,C024,2024-07-06,P018,3,95,285
T0024,C024,2024-07-06,P038,3,42,126
T0024,C024,2024-07-06,P032,3,25,75
T0024,C024,2024-07-06,P026,2,42,84
T0025,C040,2025-03-03,P044,2,95,190
T0025,C040,2025-03-03,P024,1,30,30
T0025,C040,2025-03-03,P028,1,25,25
T0025,C040,2025-03-03,P030,2,40,80
T0025,C040,2025-03-03,P041,2,85,170
T0025,C040,2025-03-03,P043,1,35,35
T0026,C049,2025-01-24,P005,1,55,55
T0026,C049,2025-01-24,P028,2,25,50
T0026,C049,2025-01-24,P017,1,20,20
T0026,C049,2025-01-24,P003,2,45,90
T0026,C049,2025-01-24,P001,2,62,124
T0026,C049,2025-01-24,P015,2,45,90
T0026,C049,2025-01-24,P029,2,28,56
T0026,C049,2025-01-24,P030,3,40,120
T0026,C049,2025-01-24,P014,3,58,174
T0026,C049,2025-01-24,P016,2,52,104
T0027,C036,2024-06-06,P024,1,30,30
T0027,C036,2024-06-06,P028,3,25,75
T0027,C036,2024-06-06,P045,2,65,130
T0027,C036,2024-06-06,P034,3,120,360
T0027,C036,2024-06-06,P001,3,62,186
T0027,C036,2024-06-06,P029,2,28,56
T0027,C036,2024-06-06,P030,2,40,80
T0027,C036,2024-06-06,P011,1,48,48
T0027,C036,2024-06-06,P002,1,32,32
T0027,C036,2024-06-06,P046,2,88,176
T0028,C015,2024-12-25,P007,2,72,144
T0028,C015,2024-12-25,P005,2,55,110
T0028,C015,2024-12-25,P047,3,180,540
T0028,C015,2024-12-25,P045,3,65,195
T0028,C015,2024-12-25,P017,2,20,40
T0028,C015,2024-12-25,P003,2,45,90
T0028,C015,2024-12-25,P001,3,62,186
T0028,C015,2024-12-25,P015,2,45,90
T0028,C015,2024-12-25,P014,2,58,116
T0028,C015,2024-12-25,P046,2,88,176
T0028,C015,2024-12-25,P016,2,52,104
T0029,C015,2024-08-01,P007,1,72,72
T0029,C015,2024-08-01,P024,1,30,30
T0029,C015,2024-08-01,P025,1,28,28
T0029,C015,2024-08-01,P004,3,38,114
T0029,C015,2024-08-01,P003,2,45,90
T0029,C015,2024-08-01,P010,2,85,170
T0029,C015,2024-08-01,P031,3,38,114
T0029,C015,2024-08-01,P011,3,48,144
T0029,C015,2024-08-01,P030,3,40,120
T0029,C015,2024-08-01,P002,3,32,96
T0030,C019,2024-07-22,P019,2,78,156
T0030,C019,2024-07-22,P021,1,130,130
T0030,C019,2024-07-22,P018,3,95,285
T0031,C035,2024-08-04,P007,2,72,144
T0031,C035,2024-08-04,P001,1,62,62
T0031,C035,2024-08-04,P041,1,85,85
T0031,C035,2024-08-04,P003,3,45,135
T0032,C019,2025-01-27,P005,2,55,110
T0032,C019,2025-01-27,P010,2,85,170
T0032,C019,2025-01-27,P022,1,120,120
T0032,C019,2025-01-27,P021,3,130,390
T0032,C019,2025-01-27,P018,3,95,285
T0032,C019,2025-01-27,P011,3,48,144
T0032,C019,2025-01-27,P002,1,32,32
T0032,C019,2025-01-27,P008,1,138,138
T0033,C010,2025-03-16,P007,2,72,144
T0033,C010,2025-03-16,P005,3,55,165
T0033,C010,2025-03-16,P003,3,45,135
T0033,C010,2025-03-16,P001,3,62,186
T0033,C010,2025-03-16,P011,1,48,48
T0033,C010,2025-03-16,P002,3,32,96
T0034,C025,2025-01-17,P027,3,38,114
T0034,C025,2025-01-17,P019,3,78,234
T0034,C025,2025-01-17,P021,1,130,130
T0034,C025,2025-01-17,P018,3,95,285
T0034,C025,2025-01-17,P032,3,25,75
T0034,C025,2025-01-17,P026,1,42,42
T0035,C049,2024-09-15,P007,1,72,72
T0035,C049,2024-09-15,P005,2,55,110
T0035,C049,2024-09-15,P045,2,65,130
T0035,C049,2024-09-15,P047,3,180,540
T0035,C049,2024-09-15,P003,3,45,135
T0035,C049,2024-09-15,P001,2,62,124
T0035,C049,2024-09-15,P011,2,48,96
T0035,C049,2024-09-15,P009,1,110,110
T0035,C049,2024-09-15,P046,1,88,88
T0036,C019,2024-10-23,P050,1,78,78
T0036,C019,2024-10-23,P007,3,72,216
T0036,C019,2024-10-23,P005,1,55,55
T0036,C019,2024-10-23,P028,3,25,75
T0036,C019,2024-10-23,P049,1,120,120
T0036,C019,2024-10-23,P003,2,45,90
T0036,C019,2024-10-23,P001,1,62,62
T0036,C019,2024-10-23,P043,1,35,35
T0037,C004,2024-08-24,P044,2,95,190
T0037,C004,2024-08-24,P028,1,25,25
T0037,C004,2024-08-24,P029,2,28,56
T0037,C004,2024-08-24,P030,3,40,120
T0037,C004,2024-08-24,P041,2,85,170
T0037,C004,2024-08-24,P043,3,35,105
T0038,C026,2024-10-18,P024,3,30,90
T0038,C026,2024-10-18,P025,2,28,56
T0038,C026,2024-10-18,P028,3,25,75
T0038,C026,2024-10-18,P031,2,38,76
T0038,C026,2024-10-18,P022,1,120,120
T0038,C026,2024-10-18,P021,1,130,130
T0038,C026,2024-10-18,P018,1,95,95
T0038,C026,2024-10-18,P030,3,40,120
T0038,C026,2024-10-18,P029,3,28,84
T0039,C038,2024-06-11,P044,3,95,285
T0039,C038,2024-06-11,P035,2,180,360
T0039,C038,2024-06-11,P034,3,120,360
T0039,C038,2024-06-11,P027,2,38,76
T0039,C038,2024-06-11,P013,1,150,150
T0039,C038,2024-06-11,P012,2,65,130
T0039,C038,2024-06-11,P018,2,95,190
T0039,C038,2024-06-11,P041,2,85,170
T0039,C038,2024-06-11,P032,2,25,50
T0039,C038,2024-06-11,P026,2,42,84
T0039,C038,2024-06-11,P043,3,35,105
T0040,C007,2024-08-22,P024,2,30,60
T0040,C007,2024-08-22,P028,3,25,75
T0040,C007,2024-08-22,P037,1,35,35
T0040,C007,2024-08-22,P039,2,30,60
T0040,C007,2024-08-22,P019,1,78,78
T0040,C007,2024-08-22,P020,2,65,130
T0040,C007,2024-08-22,P030,2,40,80
T0040,C007,2024-08-22,P040,2,55,110
T0041,C008,2024-12-24,P044,1,95,95
T0041,C008,2024-12-24,P005,1,55,55
T0041,C008,2024-12-24,P003,3,45,135
T0041,C008,2024-12-24,P001,2,62,124
T0041,C008,2024-12-24,P036,3,95,285
T0041,C008,2024-12-24,P041,2,85,170
T0041,C008,2024-12-24,P026,3,42,126
T0041,C008,2024-12-24,P043,2,35,70
T0042,C049,2024-06-27,P045,2,65,130
T0042,C049,2024-06-27,P037,1,35,35
T0042,C049,2024-06-27,P029,1,28,28
T0042,C049,2024-06-27,P038,3,42,126
T0042,C049,2024-06-27,P014,3,58,174
T0042,C049,2024-06-27,P016,1,52,52
T0043,C046,2024-08-21,P030,1,40,40
T0043,C046,2024-08-21,P024,3,30,90
T0043,C046,2024-08-21,P031,1,38,38
T0043,C046,2024-08-21,P025,2,28,56
T0044,C046,2024-10-28,P047,2,180,360
T0044,C046,2024-10-28,P048,3,220,660
T0044,C046,2024-10-28,P024,1,30,30
T0044,C046,2024-10-28,P028,2,25,50
T0044,C046,2024-10-28,P037,1,35,35
T0044,C046,2024-10-28,P039,3,30,90
T0044,C046,2024-10-28,P013,3,150,450
T0044,C046,2024-10-28,P021,3,130,390
T0044,C046,2024-10-28,P018,1,95,95
T0044,C046,2024-10-28,P030,1,40,40
T0044,C046,2024-10-28,P038,2,42,84
T0044,C046,2024-10-28,P040,2,55,110
T0045,C022,2025-02-15,P044,3,95,285
T0045,C022,2025-02-15,P037,2,35,70
T0045,C022,2025-02-15,P010,2,85,170
T0045,C022,2025-02-15,P016,2,52,104
T0045,C022,2025-02-15,P029,3,28,84
T0045,C022,2025-02-15,P038,3,42,126
T0045,C022,2025-02-15,P041,2,85,170
T0045,C022,2025-02-15,P014,2,58,116
T0045,C022,2025-02-15,P043,2,35,70
T0046,C013,2024-10-01,P050,2,78,156
T0046,C013,2024-10-01,P017,3,20,60
T0046,C013,2024-10-01,P049,2,120,240
T0046,C013,2024-10-01,P037,2,35,70
T0046,C013,2024-10-01,P039,3,30,90
T0046,C013,2024-10-01,P015,3,45,135
T0046,C013,2024-10-01,P019,1,78,78
T0046,C013,2024-10-01,P043,2,35,70
T0046,C013,2024-10-01,P020,1,65,65
T0046,C013,2024-10-01,P040,1,55,55
T0046,C013,2024-10-01,P014,3,58,174
T0046,C013,2024-10-01,P016,3,52,156
T0047,C022,2024-07-22,P027,3,38,114
T0047,C022,2024-07-22,P037,1,35,35
T0047,C022,2024-07-22,P001,1,62,62
T0047,C022,2024-07-22,P019,2,78,156
T0047,C022,2024-07-22,P018,2,95,190
T0047,C022,2024-07-22,P011,2,48,96
T0047,C022,2024-07-22,P038,3,42,126
T0047,C022,2024-07-22,P002,3,32,96
T0047,C022,2024-07-22,P016,2,52,104
T0048,C042,2024-07-12,P050,2,78,156
T0048,C042,2024-07-12,P043,3,35,105
T0048,C042,2024-07-12,P049,3,120,360
T0049,C049,2025-02-05,P007,1,72,72
T0049,C049,2025-02-05,P005,3,55,165
T0049,C049,2025-02-05,P024,1,30,30
T0049,C049,2025-02-05,P003,2,45,90
T0049,C049,2025-02-05,P001,1,62,62
T0049,C049,2025-02-05,P032,3,25,75
T0049,C049,2025-02-05,P026,3,42,126
T0050,C007,2025-01-14,P047,1,180,180
T0050,C007,2025-01-14,P048,2,220,440
T0050,C007,2025-01-14,P013,1,150,150
T0051,C019,2024-12-01,P007,3,72,216
T0051,C019,2024-12-01,P005,1,55,55
T0051,C019,2024-12-01,P037,1,35,35
T0051,C019,2024-12-01,P039,1,30,30
T0051,C019,2024-12-01,P001,1,62,62
T0051,C019,2024-12-01,P003,3,45,135
T0051,C019,2024-12-01,P021,2,130,260
T0051,C019,2024-12-01,P018,3,95,285
T0051,C019,2024-12-01,P038,3,42,126
T0051,C019,2024-12-01,P040,1,55,55
T0052,C032,2025-03-26,P007,2,72,144
T0052,C032,2025-03-26,P001,2,62,124
T0052,C032,2025-03-26,P005,3,55,165
T0052,C032,2025-03-26,P003,1,45,45
T0053,C030,2024-10-26,P024,2,30,60
T0053,C030,2024-10-26,P025,3,28,84
T0053,C030,2024-10-26,P028,2,25,50
T0053,C030,2024-10-26,P001,3,62,186
T0053,C030,2024-10-26,P031,2,38,76
T0053,C030,2024-10-26,P029,2,28,56
T0053,C030,2024-10-26,P030,2,40,80
T0053,C030,2024-10-26,P011,1,48,48
T0053,C030,2024-10-26,P002,2,32,64
T0054,C031,2024-07-25,P015,2,45,90
T0054,C031,2024-07-25,P014,3,58,174
T0054,C031,2024-07-25,P017,2,20,40
T0054,C031,2024-07-25,P016,1,52,52
T0055,C043,2024-12-20,P050,1,78,78
T0055,C043,2024-12-20,P005,3,55,165
T0055,C043,2024-12-20,P049,3,120,360
T0055,C043,2024-12-20,P003,2,45,90
T0055,C043,2024-12-20,P001,2,62,124
T0055,C043,2024-12-20,P043,1,35,35
T0056,C039,2024-11-28,P032,3,25,75
T0056,C039,2024-11-28,P024,3,30,90
T0056,C039,2024-11-28,P026,3,42,126
T0057,C044,2024-08-10,P007,1,72,72
T0057,C044,2024-08-10,P024,3,30,90
T0057,C044,2024-08-10,P032,2,25,50
T0057,C044,2024-08-10,P003,3,45,135
T0057,C044,2024-08-10,P001,1,62,62
T0057,C044,2024-08-10,P011,1,48,48
T0057,C044,2024-08-10,P002,2,32,64
T0057,C044,2024-08-10,P026,2,42,84
T0058,C048,2024-12-30,P002,2,32,64
T0058,C048,2024-12-30,P011,3,48,144
T0058,C048,2024-12-30,P010,3,85,255
T0059,C018,2024-08-24,P024,2,30,60
T0059,C018,2024-08-24,P028,3,25,75
T0059,C018,2024-08-24,P037,2,35,70
T0059,C018,2024-08-24,P019,1,78,78
T0059,C018,2024-08-24,P018,2,95,190
T0059,C018,2024-08-24,P029,1,28,28
T0059,C018,2024-08-24,P030,1,40,40
T0059,C018,2024-08-24,P038,1,42,42
T0059,C018,2024-08-24,P016,3,52,156
T0060,C047,2024-12-21,P044,2,95,190
T0060,C047,2024-12-21,P005,2,55,110
T0060,C047,2024-12-21,P017,3,20,60
T0060,C047,2024-12-21,P003,3,45,135
T0060,C047,2024-12-21,P001,3,62,186
T0060,C047,2024-12-21,P042,2,145,290
T0060,C047,2024-12-21,P015,3,45,135
T0060,C047,2024-12-21,P041,2,85,170
T0060,C047,2024-12-21,P014,3,58,174
T0060,C047,2024-12-21,P016,2,52,104
T0061,C007,2024-09-28,P005,3,55,165
T0061,C007,2024-09-28,P003,1,45,45
T0061,C007,2024-09-28,P001,3,62,186
T0061,C007,2024-09-28,P036,1,95,95
T0061,C007,2024-09-28,P026,3,42,126
T0062,C030,2024-11-02,P005,2,55,110
T0062,C030,2024-11-02,P028,1,25,25
T0062,C030,2024-11-02,P024,1,30,30
T0062,C030,2024-11-02,P037,1,35,35
T0062,C030,2024-11-02,P039,3,30,90
T0062,C030,2024-11-02,P001,1,62,62
T0062,C030,2024-11-02,P019,2,78,156
T0062,C030,2024-11-02,P029,2,28,56
T0062,C030,2024-11-02,P020,2,65,130
T0062,C030,2024-11-02,P009,3,110,330
T0062,C030,2024-11-02,P030,3,40,120
T0062,C030,2024-11-02,P040,3,55,165
T0063,C035,2025-01-01,P035,2,180,360
T0063,C035,2025-01-01,P005,1,55,55
T0063,C035,2025-01-01,P034,3,120,360
T0063,C035,2025-01-01,P027,2,38,76
T0063,C035,2025-01-01,P037,1,35,35
T0063,C035,2025-01-01,P039,2,30,60
T0063,C035,2025-01-01,P001,2,62,124
T0063,C035,2025-01-01,P036,1,95,95
T0063,C035,2025-01-01,P021,2,130,260
T0063,C035,2025-01-01,P018,1,95,95
T0063,C035,2025-01-01,P009,3,110,330
T0063,C035,2025-01-01,P038,2,42,84
T0063,C035,2025-01-01,P040,3,55,165
T0064,C042,2024-12-01,P037,1,35,35
T0064,C042,2024-12-01,P039,3,30,90
T0064,C042,2024-12-01,P019,1,78,78
T0064,C042,2024-12-01,P020,3,65,195
T0064,C042,2024-12-01,P030,3,40,120
T0064,C042,2024-12-01,P040,3,55,165
T0065,C002,2024-06-26,P007,1,72,72
T0065,C002,2024-06-26,P005,3,55,165
T0065,C002,2024-06-26,P004,1,38,38
T0065,C002,2024-06-26,P003,3,45,135
T0065,C002,2024-06-26,P001,1,62,62
T0066,C015,2024-11-16,P041,2,85,170
T0066,C015,2024-11-16,P044,1,95,95
T0066,C015,2024-11-16,P042,1,145,145
T0067,C035,2024-10-07,P007,1,72,72
T0067,C035,2024-10-07,P004,1,38,38
T0067,C035,2024-10-07,P003,2,45,90
T0068,C016,2025-03-29,P005,3,55,165
T0068,C016,2025-03-29,P034,1,120,120
T0068,C016,2025-03-29,P037,2,35,70
T0068,C016,2025-03-29,P003,2,45,90
T0068,C016,2025-03-29,P001,2,62,124
T0068,C016,2025-03-29,P008,3,138,414
T0068,C016,2025-03-29,P038,3,42,126
T0068,C016,2025-03-29,P014,1,58,58
T0068,C016,2025-03-29,P016,2,52,104
T0069,C033,2024-09-22,P007,2,72,144
T0069,C033,2024-09-22,P035,3,180,540
T0069,C033,2024-09-22,P034,1,120,120
T0069,C033,2024-09-22,P003,1,45,45
T0069,C033,2024-09-22,P001,2,62,124
T0069,C033,2024-09-22,P013,2,150,300
T0069,C033,2024-09-22,P036,2,95,190
T0069,C033,2024-09-22,P026,3,42,126
T0070,C007,2025-02-07,P037,1,35,35
T0070,C007,2025-02-07,P001,1,62,62
T0070,C007,2025-02-07,P019,2,78,156
T0070,C007,2025-02-07,P018,3,95,285
T0070,C007,2025-02-07,P011,3,48,144
T0070,C007,2025-02-07,P038,3,42,126
T0070,C007,2025-02-07,P002,3,32,96
T0070,C007,2025-02-07,P016,3,52,156
T0071,C021,2024-12-13,P024,3,30,90
T0071,C021,2024-12-13,P028,3,25,75
T0071,C021,2024-12-13,P025,3,28,84
T0071,C021,2024-12-13,P031,1,38,38
T0071,C021,2024-12-13,P022,2,120,240
T0071,C021,2024-12-13,P042,2,145,290
T0071,C021,2024-12-13,P021,1,130,130
T0071,C021,2024-12-13,P018,2,95,190
T0071,C021,2024-12-13,P030,2,40,80
T0071,C021,2024-12-13,P029,2,28,56
T0072,C026,2024-12-30,P047,1,180,180
T0072,C026,2024-12-30,P045,3,65,195
T0072,C026,2024-12-30,P037,2,35,70
T0072,C026,2024-12-30,P039,1,30,30
T0072,C026,2024-12-30,P001,1,62,62
T0072,C026,2024-12-30,P040,1,55,55
T0072,C026,2024-12-30,P021,1,130,130
T0072,C026,2024-12-30,P018,2,95,190
T0072,C026,2024-12-30,P011,1,48,48
T0072,C026,2024-12-30,P038,3,42,126
T0072,C026,2024-12-30,P002,3,32,96
T0072,C026,2024-12-30,P046,2,88,176
T0073,C009,2025-03-12,P032,2,25,50
T0073,C009,2025-03-12,P026,3,42,126
T0073,C009,2025-03-12,P027,1,38,38
T0074,C027,2024-11-29,P024,2,30,60
T0074,C027,2024-11-29,P028,1,25,25
T0074,C027,2024-11-29,P037,3,35,105
T0074,C027,2024-11-29,P039,3,30,90
T0074,C027,2024-11-29,P019,1,78,78
T0074,C027,2024-11-29,P021,1,130,130
T0074,C027,2024-11-29,P029,3,28,84
T0074,C027,2024-11-29,P030,2,40,80
T0074,C027,2024-11-29,P018,1,95,95
T0074,C027,2024-11-29,P038,1,42,42
T0074,C027,2024-11-29,P020,2,65,130
T0074,C027,2024-11-29,P040,3,55,165
T0074,C027,2024-11-29,P016,2,52,104
T0075,C008,2024-10-21,P007,3,72,216
T0075,C008,2024-10-21,P005,3,55,165
T0075,C008,2024-10-21,P027,3,38,114
T0075,C008,2024-10-21,P032,3,25,75
T0075,C008,2024-10-21,P003,3,45,135
T0075,C008,2024-10-21,P037,1,35,35
T0075,C008,2024-10-21,P039,3,30,90
T0075,C008,2024-10-21,P021,3,130,390
T0075,C008,2024-10-21,P018,3,95,285
T0075,C008,2024-10-21,P038,2,42,84
T0075,C008,2024-10-21,P040,1,55,55
T0075,C008,2024-10-21,P026,1,42,42
T0076,C018,2024-11-06,P005,3,55,165
T0076,C018,2024-11-06,P010,3,85,255
T0076,C018,2024-11-06,P021,1,130,130
T0076,C018,2024-11-06,P018,1,95,95
T0076,C018,2024-11-06,P011,3,48,144
T0076,C018,2024-11-06,P020,3,65,195
T0076,C018,2024-11-06,P002,1,32,32
T0077,C025,2025-01-01,P017,3,20,60
T0077,C025,2025-01-01,P015,3,45,135
T0077,C025,2025-01-01,P021,1,130,130
T0077,C025,2025-01-01,P018,1,95,95
T0077,C025,2025-01-01,P020,1,65,65
T0077,C025,2025-01-01,P014,1,58,58
T0077,C025,2025-01-01,P016,3,52,156
T0078,C004,2024-07-12,P037,2,35,70
T0078,C004,2024-07-12,P039,2,30,60
T0078,C004,2024-07-12,P022,1,120,120
T0078,C004,2024-07-12,P021,3,130,390
T0078,C004,2024-07-12,P018,1,95,95
T0078,C004,2024-07-12,P038,2,42,84
T0078,C004,2024-07-12,P040,2,55,110
T0079,C008,2024-10-24,P047,1,180,180
T0079,C008,2024-10-24,P028,1,25,25
T0079,C008,2024-10-24,P045,2,65,130
T0079,C008,2024-10-24,P024,1,30,30
T0079,C008,2024-10-24,P004,1,38,38
T0079,C008,2024-10-24,P039,2,30,60
T0079,C008,2024-10-24,P030,2,40,80
T0079,C008,2024-10-24,P046,2,88,176
T0080,C008,2024-06-04,P035,3,180,540
T0080,C008,2024-06-04,P034,1,120,120
T0080,C008,2024-06-04,P001,3,62,186
T0080,C008,2024-06-04,P013,3,150,450
T0080,C008,2024-06-04,P036,3,95,285
T0080,C008,2024-06-04,P011,2,48,96
T0081,C005,2024-12-21,P007,3,72,216
T0081,C005,2024-12-21,P005,2,55,110
T0081,C005,2024-12-21,P028,3,25,75
T0081,C005,2024-12-21,P024,2,30,60
T0081,C005,2024-12-21,P003,3,45,135
T0081,C005,2024-12-21,P001,3,62,186
T0081,C005,2024-12-21,P029,2,28,56
T0081,C005,2024-12-21,P030,2,40,80
T0082,C008,2024-12-25,P024,1,30,30
T0082,C008,2024-12-25,P047,2,180,360
T0082,C008,2024-12-25,P045,1,65,65
T0082,C008,2024-12-25,P048,1,220,220
T0082,C008,2024-12-25,P046,2,88,176
T0083,C038,2024-12-23,P035,3,180,540
T0083,C038,2024-12-23,P005,3,55,165
